,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Weekday,Day
683,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2019-02-27,Ewallet,42.96,4.761904762,2.148,6.6,2019,2,Wednesday,27
684,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.404,2019-01-24,Ewallet,138.48,4.761904762,6.924,4.9,2019,1,Thursday,24
685,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,2019-01-08,Credit card,98.2,4.761904762,4.91,6.4,2019,1,Tuesday,8
686,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,136.143,2019-01-08,Credit card,129.66,4.761904762,6.483,8.0,2019,1,Tuesday,8
687,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,2019-01-16,Cash,635.6,4.761904762,31.78,4.3,2019,1,Wednesday,16
688,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.288,153.048,2019-03-13,Cash,145.76,4.761904762,7.288,6.1,2019,3,Wednesday,13
689,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2019-02-15,Cash,201.3,4.761904762,10.065,7.5,2019,2,Friday,15
690,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,2019-01-25,Cash,631.71,4.761904762,31.5855,6.7,2019,1,Friday,25
691,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,404.544,2019-03-12,Ewallet,385.28,4.761904762,19.264,5.2,2019,3,Tuesday,12
692,A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,2019-03-04,Cash,486.3,4.761904762,24.315,8.8,2019,3,Monday,4
693,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2019-02-10,Cash,513.66,4.761904762,25.683,9.5,2019,2,Sunday,10
694,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,2019-01-16,Cash,473.4,4.761904762,23.67,7.6,2019,1,Wednesday,16
695,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,2019-01-29,Cash,436.85,4.761904762,21.8425,6.6,2019,1,Tuesday,29
696,A,Yangon,Member,Female,Sports and travel,27.04,4,5.408,113.568,2019-01-01,Ewallet,108.16,4.761904762,5.408,6.9,2019,1,Tuesday,1
697,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,2019-01-06,Ewallet,248.76,4.761904762,12.438,4.3,2019,1,Sunday,6
698,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2019-02-19,Credit card,626.22,4.761904762,31.311,7.8,2019,2,Tuesday,19
699,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,2019-01-12,Ewallet,975.0,4.761904762,48.75,8.0,2019,1,Saturday,12
700,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2019-02-07,Ewallet,483.28,4.761904762,24.164,9.6,2019,2,Thursday,7
701,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,101.808,2019-03-27,Credit card,96.96,4.761904762,4.848,4.3,2019,3,Wednesday,27
702,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2019-02-27,Credit card,197.7,4.761904762,9.885,5.0,2019,2,Wednesday,27
703,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,2019-01-06,Cash,724.23,4.761904762,36.2115,9.2,2019,1,Sunday,6
704,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,2019-03-02,Cash,795.51,4.761904762,39.7755,6.3,2019,3,Saturday,2
705,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,2019-03-29,Cash,502.39,4.761904762,25.1195,8.9,2019,3,Friday,29
706,B,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,2019-01-31,Ewallet,172.0,4.761904762,8.6,7.6,2019,1,Thursday,31
707,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.429,2019-01-21,Cash,68.98,4.761904762,3.449,4.8,2019,1,Monday,21
708,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,2019-01-20,Ewallet,124.96,4.761904762,6.248,9.1,2019,1,Sunday,20
709,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.955,2019-01-17,Ewallet,77.1,4.761904762,3.855,6.1,2019,1,Thursday,17
710,A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,2019-02-28,Cash,483.72,4.761904762,24.186,9.1,2019,2,Thursday,28
711,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,2019-03-19,Ewallet,302.12,4.761904762,15.106,8.3,2019,3,Tuesday,19
712,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2019-02-19,Ewallet,698.67,4.761904762,34.9335,7.2,2019,2,Tuesday,19
713,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2019-02-04,Ewallet,124.65,4.761904762,6.2325,6.0,2019,2,Monday,4
714,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,2019-01-31,Ewallet,789.6,4.761904762,39.48,8.5,2019,1,Thursday,31
715,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,Credit card,178.4,4.761904762,8.92,6.6,2019,2,Wednesday,6
716,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.231,2019-03-28,Ewallet,500.22,4.761904762,25.011,4.5,2019,3,Thursday,28
717,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,2019-01-19,Credit card,35.82,4.761904762,1.791,8.1,2019,1,Saturday,19
718,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2019-02-17,Credit card,136.14,4.761904762,6.807,7.2,2019,2,Sunday,17
719,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,2019-01-18,Credit card,104.88,4.761904762,5.244,6.1,2019,1,Friday,18
720,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2019-02-02,Cash,178.92,4.761904762,8.946,7.1,2019,2,Saturday,2
721,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,2019-01-18,Cash,815.67,4.761904762,40.7835,5.1,2019,1,Friday,18
722,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,2019-03-18,Credit card,132.36,4.761904762,6.618,7.9,2019,3,Monday,18
723,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,2019-01-11,Cash,257.39,4.761904762,12.8695,7.4,2019,1,Friday,11
724,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.028,2019-02-04,Ewallet,93.36,4.761904762,4.668,7.4,2019,2,Monday,4
725,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06,Cash,228.0,4.761904762,11.4,6.6,2019,2,Wednesday,6
726,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,2019-01-08,Credit card,166.71,4.761904762,8.3355,5.9,2019,1,Tuesday,8
727,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,Credit card,697.4,4.761904762,34.87,8.9,2019,3,Tuesday,5
728,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,2019-03-16,Ewallet,389.04,4.761904762,19.452,6.8,2019,3,Saturday,16
729,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,2019-03-09,Cash,365.26,4.761904762,18.263,9.3,2019,3,Saturday,9
730,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-01,Credit card,89.28,4.761904762,4.464,4.4,2019,3,Friday,1
731,A,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2019-02-28,Ewallet,168.0,4.761904762,8.4,4.8,2019,2,Thursday,28
732,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2019-02-08,Ewallet,19.7,4.761904762,0.985,9.5,2019,2,Friday,8
733,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,2019-01-24,Ewallet,531.16,4.761904762,26.558,8.9,2019,1,Thursday,24
734,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,56.406,2019-03-01,Ewallet,53.72,4.761904762,2.686,6.4,2019,3,Friday,1
735,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,860.475,2019-03-10,Credit card,819.5,4.761904762,40.975,6.0,2019,3,Sunday,10
736,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,2019-03-23,Credit card,568.4,4.761904762,28.42,8.1,2019,3,Saturday,23
737,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29,Ewallet,587.6,4.761904762,29.38,9.0,2019,1,Tuesday,29
738,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.104,2019-01-12,Ewallet,732.48,4.761904762,36.624,6.0,2019,1,Saturday,12
739,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,2019-03-20,Cash,845.64,4.761904762,42.282,9.8,2019,3,Wednesday,20
740,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,2019-03-23,Cash,389.27,4.761904762,19.4635,8.5,2019,3,Saturday,23
741,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,2019-01-14,Ewallet,84.83,4.761904762,4.2415,8.8,2019,1,Monday,14
742,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,2019-02-12,Ewallet,143.26,4.761904762,7.163,8.8,2019,2,Tuesday,12
743,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2019-02-20,Ewallet,75.38,4.761904762,3.769,9.5,2019,2,Wednesday,20
744,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,266.028,2019-01-02,Credit card,253.36,4.761904762,12.668,5.6,2019,1,Wednesday,2
745,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.341,2019-02-02,Cash,38.42,4.761904762,1.921,8.6,2019,2,Saturday,2
746,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.915,2019-01-08,Credit card,652.3,4.761904762,32.615,5.2,2019,1,Tuesday,8
747,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,2019-01-30,Credit card,52.65,4.761904762,2.6325,5.8,2019,1,Wednesday,30
748,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,2019-03-26,Credit card,110.61,4.761904762,5.5305,8.0,2019,3,Tuesday,26
749,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,2019-01-15,Cash,568.61,4.761904762,28.4305,9.0,2019,1,Tuesday,15
750,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-14,Ewallet,89.28,4.761904762,4.464,4.1,2019,3,Thursday,14
751,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,Credit card,136.4,4.761904762,6.82,8.6,2019,2,Sunday,3
752,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,Ewallet,174.2,4.761904762,8.71,7.0,2019,2,Friday,22
753,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,2019-01-24,Ewallet,366.4,4.761904762,18.32,8.4,2019,1,Thursday,24
754,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,2019-01-25,Ewallet,254.61,4.761904762,12.7305,7.4,2019,1,Friday,25
755,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,2019-03-09,Credit card,778.32,4.761904762,38.916,6.2,2019,3,Saturday,9
756,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2019-02-17,Ewallet,285.92,4.761904762,14.296,4.9,2019,2,Sunday,17
757,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,2019-01-11,Cash,579.12,4.761904762,28.956,4.5,2019,1,Friday,11
758,A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,2019-02-27,Ewallet,188.5,4.761904762,9.425,5.6,2019,2,Wednesday,27
759,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,232.638,2019-03-25,Ewallet,221.56,4.761904762,11.078,8.0,2019,3,Monday,25
760,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,Credit card,772.0,4.761904762,38.6,5.6,2019,2,Monday,11
761,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,2019-01-31,Credit card,721.3,4.761904762,36.065,4.2,2019,1,Thursday,31
762,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,2019-01-20,Ewallet,511.04,4.761904762,25.552,9.9,2019,1,Sunday,20
763,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,2019-03-26,Ewallet,53.45,4.761904762,2.6725,7.6,2019,3,Tuesday,26
764,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,2019-01-20,Credit card,222.0,4.761904762,11.1,6.6,2019,1,Sunday,20
765,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,2019-03-05,Ewallet,763.68,4.761904762,38.184,4.7,2019,3,Tuesday,5
766,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,2019-01-05,Credit card,228.18,4.761904762,11.409,9.8,2019,1,Saturday,5
767,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2019-02-13,Cash,82.14,4.761904762,4.107,6.3,2019,2,Wednesday,13
768,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,2019-03-16,Cash,382.56,4.761904762,19.128,7.9,2019,3,Saturday,16
769,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,2019-01-15,Cash,68.58,4.761904762,3.429,7.7,2019,1,Tuesday,15
770,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.268,2019-02-26,Ewallet,382.16,4.761904762,19.108,4.5,2019,2,Tuesday,26
771,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2019-02-27,Credit card,601.09,4.761904762,30.0545,8.0,2019,2,Wednesday,27
772,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2019-02-17,Ewallet,475.93,4.761904762,23.7965,5.7,2019,2,Sunday,17
773,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2019-02-06,Credit card,52.42,4.761904762,2.621,6.3,2019,2,Wednesday,6
774,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,137.865,2019-01-17,Cash,131.3,4.761904762,6.565,6.0,2019,1,Thursday,17
775,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,2019-01-22,Credit card,144.3,4.761904762,7.215,8.0,2019,1,Tuesday,22
776,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,2019-03-05,Credit card,457.17,4.761904762,22.8585,4.2,2019,3,Tuesday,5
777,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.049,2019-01-03,Cash,93.38,4.761904762,4.669,9.6,2019,1,Thursday,3
778,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,2019-03-20,Cash,126.25,4.761904762,6.3125,6.1,2019,3,Wednesday,20
779,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,2019-01-31,Ewallet,790.83,4.761904762,39.5415,5.6,2019,1,Thursday,31
780,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2019-02-19,Cash,174.4,4.761904762,8.72,8.3,2019,2,Tuesday,19
781,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2019-02-11,Ewallet,379.04,4.761904762,18.952,7.8,2019,2,Monday,11
782,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2019-02-05,Credit card,30.62,4.761904762,1.531,4.1,2019,2,Tuesday,5
783,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,2019-03-03,Cash,352.08,4.761904762,17.604,8.8,2019,3,Sunday,3
784,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2019-02-24,Ewallet,50.8,4.761904762,2.54,4.1,2019,2,Sunday,24
785,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2019-02-04,Credit card,522.06,4.761904762,26.103,9.0,2019,2,Monday,4
786,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2019-02-19,Ewallet,575.12,4.761904762,28.756,5.5,2019,2,Tuesday,19
787,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,2019-01-23,Credit card,54.95,4.761904762,2.7475,9.3,2019,1,Wednesday,23
788,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,2019-01-14,Credit card,181.41,4.761904762,9.0705,5.6,2019,1,Monday,14
789,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,2019-01-17,Ewallet,412.37,4.761904762,20.6185,9.7,2019,1,Thursday,17
790,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,2019-03-03,Credit card,46.41,4.761904762,2.3205,4.0,2019,3,Sunday,3
791,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2019-02-15,Credit card,274.2,4.761904762,13.71,9.2,2019,2,Friday,15
792,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,2019-01-15,Credit card,973.7,4.761904762,48.685,4.9,2019,1,Tuesday,15
793,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2019-02-27,Credit card,648.2,4.761904762,32.41,9.3,2019,2,Wednesday,27
794,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,2019-02-26,Credit card,93.22,4.761904762,4.661,6.6,2019,2,Tuesday,26
795,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,2019-03-15,Ewallet,54.36,4.761904762,2.718,4.3,2019,3,Friday,15
796,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,2019-01-24,Cash,60.87,4.761904762,3.0435,5.5,2019,1,Thursday,24
797,A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,2019-02-22,Cash,244.9,4.761904762,12.245,8.1,2019,2,Friday,22
798,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,97.419,2019-03-15,Credit card,92.78,4.761904762,4.639,9.8,2019,3,Friday,15
799,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11,Ewallet,433.45,4.761904762,21.6725,9.4,2019,2,Monday,11
800,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,2019-01-12,Ewallet,138.06,4.761904762,6.903,7.9,2019,1,Saturday,12
801,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,2019-03-03,Ewallet,241.6,4.761904762,12.08,5.1,2019,3,Sunday,3
802,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,2019-03-23,Ewallet,471.73,4.761904762,23.5865,6.9,2019,3,Saturday,23
803,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,462.672,2019-03-04,Cash,440.64,4.761904762,22.032,8.0,2019,3,Monday,4
804,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2019-02-23,Cash,680.31,4.761904762,34.0155,8.0,2019,2,Saturday,23
805,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,2019-03-17,Cash,309.88,4.761904762,15.494,4.2,2019,3,Sunday,17
806,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,195.678,2019-01-16,Credit card,186.36,4.761904762,9.318,8.5,2019,1,Wednesday,16
807,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,2019-01-08,Cash,200.92,4.761904762,10.046,9.0,2019,1,Tuesday,8
808,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,2019-01-14,Cash,17.75,4.761904762,0.8875,8.6,2019,1,Monday,14
809,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31,Ewallet,621.8,4.761904762,31.09,6.0,2019,1,Thursday,31
810,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,2019-03-15,Ewallet,86.0,4.761904762,4.3,6.2,2019,3,Friday,15
811,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,Credit card,402.6,4.761904762,20.13,5.0,2019,2,Sunday,24
812,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2019-02-08,Credit card,324.85,4.761904762,16.2425,6.5,2019,2,Friday,8
813,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,2019-03-22,Cash,95.15,4.761904762,4.7575,6.0,2019,3,Friday,22
814,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,2019-01-24,Cash,388.96,4.761904762,19.448,5.0,2019,1,Thursday,24
815,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.964,2019-03-14,Ewallet,425.68,4.761904762,21.284,5.0,2019,3,Thursday,14
816,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,2019-01-23,Cash,318.08,4.761904762,15.904,9.2,2019,1,Wednesday,23
817,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,2019-01-19,Ewallet,271.04,4.761904762,13.552,9.6,2019,1,Saturday,19
818,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,2019-01-27,Credit card,384.64,4.761904762,19.232,8.4,2019,1,Sunday,27
819,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,Credit card,235.8,4.761904762,11.79,6.0,2019,2,Sunday,3
820,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,2019-03-25,Ewallet,211.56,4.761904762,10.578,6.7,2019,3,Monday,25
821,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2019-02-24,Credit card,95.36,4.761904762,4.768,4.1,2019,2,Sunday,24
822,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2019-02-07,Cash,10.17,4.761904762,0.5085,5.9,2019,2,Thursday,7
823,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,2019-03-04,Cash,206.13,4.761904762,10.3065,8.7,2019,3,Monday,4
824,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,2019-02-14,Credit card,420.56,4.761904762,21.028,4.5,2019,2,Thursday,14
825,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,2019-01-29,Credit card,88.04,4.761904762,4.402,6.6,2019,1,Tuesday,29
826,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,2019-01-28,Credit card,648.99,4.761904762,32.4495,7.7,2019,1,Monday,28
827,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,2019-03-26,Credit card,123.84,4.761904762,6.192,8.5,2019,3,Tuesday,26
828,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,2019-03-24,Cash,649.5,4.761904762,32.475,5.2,2019,3,Sunday,24
829,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,Credit card,742.2,4.761904762,37.11,4.3,2019,1,Tuesday,1
830,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,2019-01-24,Cash,84.48,4.761904762,4.224,7.6,2019,1,Thursday,24
831,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,262.794,2019-02-25,Cash,250.28,4.761904762,12.514,9.5,2019,2,Monday,25
832,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,Cash,94.8,4.761904762,4.74,4.1,2019,1,Wednesday,9
833,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,2019-02-14,Ewallet,91.3,4.761904762,4.565,9.2,2019,2,Thursday,14
834,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,2019-03-12,Ewallet,285.11,4.761904762,14.2555,5.4,2019,3,Tuesday,12
835,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,2019-03-26,Cash,52.38,4.761904762,2.619,5.8,2019,3,Tuesday,26
836,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,2019-01-09,Ewallet,192.7,4.761904762,9.635,5.6,2019,1,Wednesday,9
837,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,281.169,2019-01-02,Credit card,267.78,4.761904762,13.389,5.1,2019,1,Wednesday,2
838,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,2019-01-15,Cash,558.7,4.761904762,27.935,5.8,2019,1,Tuesday,15
839,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,184.086,2019-01-01,Ewallet,175.32,4.761904762,8.766,5.0,2019,1,Tuesday,1
840,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2019-02-15,Cash,155.82,4.761904762,7.791,7.9,2019,2,Friday,15
841,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2019-02-28,Cash,60.3,4.761904762,3.015,6.0,2019,2,Thursday,28
842,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,2019-03-02,Credit card,78.94,4.761904762,3.947,5.0,2019,3,Saturday,2
843,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.227,2019-02-13,Credit card,29.74,4.761904762,1.487,8.9,2019,2,Wednesday,13
844,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,2019-01-26,Cash,21.32,4.761904762,1.066,5.9,2019,1,Saturday,26
845,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,2019-01-30,Credit card,281.34,4.761904762,14.067,5.9,2019,1,Wednesday,30
846,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,2019-01-27,Ewallet,73.26,4.761904762,3.663,9.7,2019,1,Sunday,27
847,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499,2019-01-30,Credit card,22.38,4.761904762,1.119,8.6,2019,1,Wednesday,30
848,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.716,2019-01-08,Cash,655.92,4.761904762,32.796,4.0,2019,1,Tuesday,8
849,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,2019-01-19,Cash,594.6,4.761904762,29.73,4.2,2019,1,Saturday,19
850,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,2019-01-25,Cash,74.1,4.761904762,3.705,9.2,2019,1,Friday,25
851,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,2019-02-19,Ewallet,196.96,4.761904762,9.848,9.2,2019,2,Tuesday,19
852,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,2019-01-14,Ewallet,372.33,4.761904762,18.6165,5.0,2019,1,Monday,14
853,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2019-02-25,Ewallet,527.9,4.761904762,26.395,10.0,2019,2,Monday,25
